subscription_id,customer_id,product_category,deposit_product_id,product_name,subscription_date,maturity_date,months,amount,interest_rate,status,channel
S00005855,C001990,적금,SAV003,신한은행 청년 처음 적금,2022-01-05,2023-12-26,24,10773720,4.5,연장,인터넷
S00001403,C000489,입출금,CHK002,KB국민은행 KB Star 입출금통장,2022-01-06,2032-01-04,0,2019755,0.1,유지,영업점
S00007271,C002484,적금,SAV002,하나은행 하나 청년도약계좌,2022-01-06,2023-01-01,12,8825976,4.0,만기,영업점
S00007607,C002614,적금,SAV002,하나은행 하나 청년도약계좌,2022-01-07,2023-01-02,12,2761440,4.0,연장,영업점
S00000417,C000143,입출금,CHK001,신한은행 쏠편한 입출금 통장,2022-01-07,2032-01-05,0,1762983,0.1,유지,모바일
S00000842,C000294,입출금,CHK001,신한은행 쏠편한 입출금 통장,2022-01-07,2032-01-05,0,868741,0.1,유지,모바일
S00004756,C001576,예금,DEP005,IBK기업은행 i-ONE 정기예금,2022-01-07,2023-01-02,12,100000000,3.1,만기,영업점
S00004539,C001501,예금,DEP005,IBK기업은행 i-ONE 정기예금,2022-01-07,2023-01-02,12,100000000,3.1,연장,영업점
S00004554,C001505,적금,SAV004,KB국민은행 KB 내맘대로 적금,2022-01-07,2023-01-02,12,6781920,3.5,연장,모바일
S00000643,C000225,입출금,CHK003,우리은행 우리 SUPER주거래 통장,2022-01-07,2032-01-05,0,3317905,0.1,유지,모바일
S00005607,C001898,입출금,CHK003,우리은행 우리 SUPER주거래 통장,2022-01-07,2032-01-05,0,3701300,0.1,유지,모바일
S00002141,C000713,예금,DEP004,우리은행 WON플러스 예금,2022-01-07,2023-01-02,12,100000000,3.4,만기,영업점
S00000945,C000328,입출금,CHK001,신한은행 쏠편한 입출금 통장,2022-01-07,2032-01-05,0,2445328,0.1,유지,모바일
S00006223,C002117,적금,SAV003,신한은행 청년 처음 적금,2022-01-08,2023-12-29,24,7567008,4.5,연장,인터넷
S00001227,C000429,적금,SAV002,하나은행 하나 청년도약계좌,2022-01-08,2023-01-03,12,5486184,4.0,해지,영업점
S00000222,C000076,예금,DEP005,IBK기업은행 i-ONE 정기예금,2022-01-08,2023-01-03,12,100000000,3.1,만기,영업점
S00000336,C000113,예금,DEP004,우리은행 WON플러스 예금,2022-01-08,2023-01-03,12,100000000,3.4,해지,영업점
S00006241,C002123,입출금,CHK002,KB국민은행 KB Star 입출금통장,2022-01-08,2032-01-06,0,3133569,0.1,유지,영업점
S00004812,C001596,입출금,CHK001,신한은행 쏠편한 입출금 통장,2022-01-08,2032-01-06,0,658183,0.1,유지,모바일
S00006094,C002074,예금,DEP004,우리은행 WON플러스 예금,2022-01-08,2023-01-03,12,100000000,3.4,연장,영업점
S00005085,C001694,입출금,CHK001,신한은행 쏠편한 입출금 통장,2022-01-08,2032-01-06,0,3278701,0.1,유지,모바일
S00002851,C000928,적금,SAV003,신한은행 청년 처음 적금,2022-01-09,2023-12-30,24,9690672,4.5,만기,인터넷
S00001596,C000548,적금,SAV003,신한은행 청년 처음 적금,2022-01-09,2023-12-30,24,23547432,4.5,만기,인터넷
S00005876,C001996,입출금,CHK002,KB국민은행 KB Star 입출금통장,2022-01-09,2032-01-07,0,1877617,0.1,유지,영업점
S00004522,C001495,예금,DEP004,우리은행 WON플러스 예금,2022-01-09,2023-01-04,12,100000000,3.4,해지,영업점
S00001517,C000522,적금,SAV004,KB국민은행 KB 내맘대로 적금,2022-01-09,2023-01-04,12,8995956,3.5,만기,모바일
S00007230,C002470,적금,SAV002,하나은행 하나 청년도약계좌,2022-01-09,2023-01-04,12,8431920,4.0,만기,영업점
S00005594,C001893,적금,SAV005,NH농협은행 NH1934월복리적금,2022-01-09,2023-12-30,24,22726752,4.2,해지,인터넷
S00007384,C002526,예금,DEP006,하나은행 3·6·9 정기예금,2022-01-10,2022-07-09,6,100000000,3.6,만기,영업점
S00005992,C002034,적금,SAV005,NH농협은행 NH1934월복리적금,2022-01-10,2023-12-31,24,5087088,4.2,만기,인터넷
S00000381,C000130,적금,SAV001,KB국민은행 KB 청년희망적금,2022-01-10,2023-12-31,24,3480072,5.0,만기,영업점
S00003640,C001191,입출금,CHK001,신한은행 쏠편한 입출금 통장,2022-01-10,2032-01-08,0,1482437,0.1,유지,모바일
S00003741,C001227,예금,DEP004,우리은행 WON플러스 예금,2022-01-11,2023-01-06,12,100000000,3.4,만기,영업점
S00007315,C002500,예금,DEP006,하나은행 3·6·9 정기예금,2022-01-11,2022-07-10,6,100000000,3.6,만기,영업점
S00003620,C001182,입출금,CHK001,신한은행 쏠편한 입출금 통장,2022-01-11,2032-01-09,0,3212227,0.1,유지,모바일
S00005571,C001884,입출금,CHK002,KB국민은행 KB Star 입출금통장,2022-01-11,2032-01-09,0,1781934,0.1,유지,영업점
S00000001,C000001,예금,DEP004,우리은행 WON플러스 예금,2022-01-11,2023-01-06,12,100000000,3.4,만기,영업점
S00006847,C002334,적금,SAV004,KB국민은행 KB 내맘대로 적금,2022-01-12,2023-01-07,12,4652460,3.5,연장,모바일
S00003334,C001091,예금,DEP003,NH농협은행 NH올원 e예금,2022-01-12,2022-07-11,6,100000000,3.3,만기,인터넷
S00005197,C001738,입출금,CHK001,신한은행 쏠편한 입출금 통장,2022-01-13,2032-01-11,0,4354507,0.1,유지,모바일
S00006848,C002334,예금,DEP002,신한은행 쏠편한 정기예금,2022-01-13,2023-01-08,12,100000000,3.2,해지,인터넷
S00004363,C001437,입출금,CHK001,신한은행 쏠편한 입출금 통장,2022-01-13,2032-01-11,0,692482,0.1,유지,모바일
S00006377,C002170,적금,SAV004,KB국민은행 KB 내맘대로 적금,2022-01-13,2023-01-08,12,11493264,3.5,연장,모바일
S00006537,C002228,적금,SAV005,NH농협은행 NH1934월복리적금,2022-01-13,2024-01-03,24,15295392,4.2,만기,인터넷
S00007204,C002460,예금,DEP001,KB국민은행 KB star 정기예금,2022-01-14,2023-01-09,12,100000000,3.5,해지,영업점
S00006083,C002070,예금,DEP002,신한은행 쏠편한 정기예금,2022-01-14,2023-01-09,12,100000000,3.2,만기,인터넷
S00006263,C002130,적금,SAV003,신한은행 청년 처음 적금,2022-01-14,2024-01-04,24,6343488,4.5,만기,인터넷
S00008519,C002971,예금,DEP006,하나은행 3·6·9 정기예금,2022-01-14,2022-07-13,6,100000000,3.6,만기,영업점
S00003325,C001086,예금,DEP004,우리은행 WON플러스 예금,2022-01-14,2023-01-09,12,100000000,3.4,연장,영업점
S00007364,C002517,예금,DEP001,KB국민은행 KB star 정기예금,2022-01-15,2023-01-10,12,100000000,3.5,만기,영업점
S00005858,C001990,입출금,CHK002,KB국민은행 KB Star 입출금통장,2022-01-16,2032-01-14,0,2440574,0.1,유지,영업점
S00007090,C002424,예금,DEP005,IBK기업은행 i-ONE 정기예금,2022-01-16,2023-01-11,12,100000000,3.1,만기,영업점
S00002899,C000942,적금,SAV003,신한은행 청년 처음 적금,2022-01-16,2024-01-06,24,7537896,4.5,해지,인터넷
S00001629,C000557,적금,SAV001,KB국민은행 KB 청년희망적금,2022-01-16,2024-01-06,24,15143664,5.0,해지,영업점
S00005207,C001742,적금,SAV003,신한은행 청년 처음 적금,2022-01-16,2024-01-06,24,8228760,4.5,해지,인터넷
S00005988,C002033,적금,SAV005,NH농협은행 NH1934월복리적금,2022-01-16,2024-01-06,24,3295392,4.2,만기,인터넷
S00003507,C001148,적금,SAV004,KB국민은행 KB 내맘대로 적금,2022-01-17,2023-01-12,12,4935456,3.5,만기,모바일
S00008541,C002980,적금,SAV003,신한은행 청년 처음 적금,2022-01-17,2024-01-07,24,10062864,4.5,만기,인터넷
S00000064,C000022,입출금,CHK001,신한은행 쏠편한 입출금 통장,2022-01-17,2032-01-15,0,1860704,0.1,유지,모바일
S00006098,C002076,입출금,CHK001,신한은행 쏠편한 입출금 통장,2022-01-17,2032-01-15,0,2706582,0.1,유지,모바일
S00000755,C000266,입출금,CHK001,신한은행 쏠편한 입출금 통장,2022-01-17,2032-01-15,0,1915895,0.1,유지,모바일
S00005409,C001819,적금,SAV003,신한은행 청년 처음 적금,2022-01-17,2024-01-07,24,16840104,4.5,만기,인터넷
S00002499,C000815,적금,SAV004,KB국민은행 KB 내맘대로 적금,2022-01-17,2023-01-12,12,1956636,3.5,해지,모바일
S00007042,C002406,적금,SAV002,하나은행 하나 청년도약계좌,2022-01-17,2023-01-12,12,3532944,4.0,만기,영업점
S00007903,C002729,입출금,CHK002,KB국민은행 KB Star 입출금통장,2022-01-17,2032-01-15,0,2531152,0.1,유지,영업점
S00008018,C002775,입출금,CHK001,신한은행 쏠편한 입출금 통장,2022-01-17,2032-01-15,0,4272731,0.1,유지,모바일
S00000866,C000304,적금,SAV001,KB국민은행 KB 청년희망적금,2022-01-18,2024-01-08,24,23821680,5.0,만기,영업점
S00007250,C002477,입출금,CHK002,KB국민은행 KB Star 입출금통장,2022-01-18,2032-01-16,0,143780,0.1,유지,영업점
S00001981,C000662,적금,SAV003,신한은행 청년 처음 적금,2022-01-18,2024-01-08,24,20508984,4.5,만기,인터넷
S00003804,C001252,적금,SAV001,KB국민은행 KB 청년희망적금,2022-01-18,2024-01-08,24,11637960,5.0,연장,영업점
S00002422,C000794,예금,DEP006,하나은행 3·6·9 정기예금,2022-01-18,2022-07-17,6,100000000,3.6,만기,영업점
S00003898,C001284,입출금,CHK001,신한은행 쏠편한 입출금 통장,2022-01-18,2032-01-16,0,4556616,0.1,유지,모바일
S00008491,C002962,적금,SAV005,NH농협은행 NH1934월복리적금,2022-01-19,2024-01-09,24,16868952,4.2,만기,인터넷
S00003349,C001096,입출금,CHK002,KB국민은행 KB Star 입출금통장,2022-01-19,2032-01-17,0,1764718,0.1,유지,영업점
S00002423,C000794,적금,SAV002,하나은행 하나 청년도약계좌,2022-01-19,2023-01-14,12,6679536,4.0,연장,영업점
S00003040,C000986,적금,SAV001,KB국민은행 KB 청년희망적금,2022-01-19,2024-01-09,24,11164680,5.0,해지,영업점
S00003827,C001260,예금,DEP003,NH농협은행 NH올원 e예금,2022-01-19,2022-07-18,6,100000000,3.3,만기,인터넷
S00003331,C001089,예금,DEP005,IBK기업은행 i-ONE 정기예금,2022-01-19,2023-01-14,12,100000000,3.1,해지,영업점
S00003748,C001231,예금,DEP006,하나은행 3·6·9 정기예금,2022-01-20,2022-07-19,6,100000000,3.6,만기,영업점
S00007670,C002637,입출금,CHK003,우리은행 우리 SUPER주거래 통장,2022-01-20,2032-01-18,0,151807,0.1,유지,모바일
S00000894,C000313,입출금,CHK003,우리은행 우리 SUPER주거래 통장,2022-01-20,2032-01-18,0,2029306,0.1,유지,모바일
S00005852,C001988,적금,SAV003,신한은행 청년 처음 적금,2022-01-20,2024-01-10,24,15974808,4.5,만기,인터넷
S00002910,C000945,입출금,CHK003,우리은행 우리 SUPER주거래 통장,2022-01-20,2032-01-18,0,4411468,0.1,유지,모바일
S00007255,C002480,입출금,CHK002,KB국민은행 KB Star 입출금통장,2022-01-21,2032-01-19,0,3217148,0.1,유지,영업점
S00000940,C000327,예금,DEP004,우리은행 WON플러스 예금,2022-01-21,2023-01-16,12,100000000,3.4,만기,영업점
S00008517,C002971,예금,DEP005,IBK기업은행 i-ONE 정기예금,2022-01-21,2023-01-16,12,100000000,3.1,연장,영업점
S00001034,C000361,적금,SAV003,신한은행 청년 처음 적금,2022-01-21,2024-01-11,24,14751264,4.5,만기,인터넷
S00004588,C001517,예금,DEP006,하나은행 3·6·9 정기예금,2022-01-21,2022-07-20,6,100000000,3.6,만기,영업점
S00004678,C001547,적금,SAV002,하나은행 하나 청년도약계좌,2022-01-21,2023-01-16,12,8173212,4.0,만기,영업점
S00007051,C002409,적금,SAV003,신한은행 청년 처음 적금,2022-01-21,2024-01-11,24,23744136,4.5,만기,인터넷
S00002152,C000716,예금,DEP001,KB국민은행 KB star 정기예금,2022-01-22,2023-01-17,12,100000000,3.5,만기,영업점
S00002340,C000771,예금,DEP001,KB국민은행 KB star 정기예금,2022-01-22,2023-01-17,12,100000000,3.5,연장,영업점
S00003682,C001205,예금,DEP005,IBK기업은행 i-ONE 정기예금,2022-01-22,2023-01-17,12,100000000,3.1,연장,영업점
S00005703,C001933,입출금,CHK002,KB국민은행 KB Star 입출금통장,2022-01-22,2032-01-20,0,4199988,0.1,유지,영업점
S00007684,C002642,예금,DEP003,NH농협은행 NH올원 e예금,2022-01-22,2022-07-21,6,100000000,3.3,만기,인터넷
S00007652,C002631,적금,SAV001,KB국민은행 KB 청년희망적금,2022-01-23,2024-01-13,24,21086904,5.0,만기,영업점
S00003351,C001097,예금,DEP004,우리은행 WON플러스 예금,2022-01-23,2023-01-18,12,100000000,3.4,연장,영업점
S00004804,C001592,적금,SAV003,신한은행 청년 처음 적금,2022-01-23,2024-01-13,24,17344968,4.5,만기,인터넷
S00005289,C001774,예금,DEP001,KB국민은행 KB star 정기예금,2022-01-23,2023-01-18,12,100000000,3.5,만기,영업점
S00003598,C001176,적금,SAV002,하나은행 하나 청년도약계좌,2022-01-23,2023-01-18,12,1399140,4.0,만기,영업점
S00001381,C000481,예금,DEP002,신한은행 쏠편한 정기예금,2022-01-23,2023-01-18,12,100000000,3.2,해지,인터넷
S00001912,C000643,입출금,CHK002,KB국민은행 KB Star 입출금통장,2022-01-23,2032-01-21,0,2382376,0.1,유지,영업점
S00007006,C002394,적금,SAV002,하나은행 하나 청년도약계좌,2022-01-24,2023-01-19,12,7886520,4.0,만기,영업점
S00000226,C000077,예금,DEP002,신한은행 쏠편한 정기예금,2022-01-24,2023-01-19,12,100000000,3.2,만기,인터넷
S00007187,C002452,적금,SAV002,하나은행 하나 청년도약계좌,2022-01-24,2023-01-19,12,7265136,4.0,만기,영업점
S00004443,C001468,적금,SAV003,신한은행 청년 처음 적금,2022-01-24,2024-01-14,24,22788288,4.5,만기,인터넷
S00004623,C001529,예금,DEP005,IBK기업은행 i-ONE 정기예금,2022-01-25,2023-01-20,12,100000000,3.1,해지,영업점
S00007325,C002503,예금,DEP006,하나은행 3·6·9 정기예금,2022-01-25,2022-07-24,6,100000000,3.6,해지,영업점
S00008032,C002780,예금,DEP005,IBK기업은행 i-ONE 정기예금,2022-01-25,2023-01-20,12,100000000,3.1,해지,영업점
S00005428,C001827,적금,SAV002,하나은행 하나 청년도약계좌,2022-01-25,2023-01-20,12,9513900,4.0,해지,영업점
S00001682,C000573,적금,SAV001,KB국민은행 KB 청년희망적금,2022-01-26,2024-01-16,24,9091392,5.0,만기,영업점
S00002804,C000912,예금,DEP005,IBK기업은행 i-ONE 정기예금,2022-01-26,2023-01-21,12,100000000,3.1,만기,영업점
S00003071,C000996,예금,DEP002,신한은행 쏠편한 정기예금,2022-01-26,2023-01-21,12,100000000,3.2,만기,인터넷
S00001656,C000565,예금,DEP001,KB국민은행 KB star 정기예금,2022-01-26,2023-01-21,12,100000000,3.5,해지,영업점
S00006781,C002311,예금,DEP005,IBK기업은행 i-ONE 정기예금,2022-01-26,2023-01-21,12,100000000,3.1,만기,영업점
S00008420,C002932,적금,SAV004,KB국민은행 KB 내맘대로 적금,2022-01-26,2023-01-21,12,6178272,3.5,연장,모바일
S00005438,C001830,예금,DEP004,우리은행 WON플러스 예금,2022-01-27,2023-01-22,12,100000000,3.4,연장,영업점
S00003632,C001186,예금,DEP006,하나은행 3·6·9 정기예금,2022-01-27,2022-07-26,6,100000000,3.6,만기,영업점
S00004485,C001483,입출금,CHK003,우리은행 우리 SUPER주거래 통장,2022-01-27,2032-01-25,0,2211706,0.1,유지,모바일
S00001957,C000657,예금,DEP005,IBK기업은행 i-ONE 정기예금,2022-01-27,2023-01-22,12,100000000,3.1,만기,영업점
S00000992,C000347,적금,SAV002,하나은행 하나 청년도약계좌,2022-01-27,2023-01-22,12,2333040,4.0,만기,영업점
S00000765,C000268,예금,DEP005,IBK기업은행 i-ONE 정기예금,2022-01-28,2023-01-23,12,100000000,3.1,만기,영업점
S00002510,C000819,적금,SAV001,KB국민은행 KB 청년희망적금,2022-01-28,2024-01-18,24,10997496,5.0,해지,영업점
S00001522,C000524,입출금,CHK002,KB국민은행 KB Star 입출금통장,2022-01-29,2032-01-27,0,1607060,0.1,유지,영업점
S00007666,C002636,입출금,CHK001,신한은행 쏠편한 입출금 통장,2022-01-29,2032-01-27,0,3064765,0.1,유지,모바일
S00001677,C000571,예금,DEP005,IBK기업은행 i-ONE 정기예금,2022-01-29,2023-01-24,12,100000000,3.1,만기,영업점
S00005691,C001929,예금,DEP001,KB국민은행 KB star 정기예금,2022-01-30,2023-01-25,12,100000000,3.5,만기,영업점
S00004088,C001344,입출금,CHK001,신한은행 쏠편한 입출금 통장,2022-01-30,2032-01-28,0,2029222,0.1,유지,모바일
S00008548,C002984,예금,DEP005,IBK기업은행 i-ONE 정기예금,2022-01-30,2023-01-25,12,100000000,3.1,만기,영업점
S00002786,C000906,적금,SAV001,KB국민은행 KB 청년희망적금,2022-01-30,2024-01-20,24,4629624,5.0,만기,영업점
S00003440,C001125,예금,DEP004,우리은행 WON플러스 예금,2022-01-30,2023-01-25,12,100000000,3.4,만기,영업점
S00007284,C002490,적금,SAV004,KB국민은행 KB 내맘대로 적금,2022-01-30,2023-01-25,12,9055536,3.5,해지,모바일
S00007564,C002596,적금,SAV002,하나은행 하나 청년도약계좌,2022-01-31,2023-01-26,12,3482328,4.0,연장,영업점
S00000971,C000340,예금,DEP002,신한은행 쏠편한 정기예금,2022-01-31,2023-01-26,12,100000000,3.2,만기,인터넷
S00003041,C000986,입출금,CHK002,KB국민은행 KB Star 입출금통장,2022-01-31,2032-01-29,0,1984352,0.1,유지,영업점
S00002030,C000678,적금,SAV004,KB국민은행 KB 내맘대로 적금,2022-01-31,2023-01-26,12,4386552,3.5,해지,모바일
S00001111,C000390,예금,DEP002,신한은행 쏠편한 정기예금,2022-01-31,2023-01-26,12,100000000,3.2,해지,인터넷
S00001171,C000408,입출금,CHK002,KB국민은행 KB Star 입출금통장,2022-02-01,2032-01-30,0,2380149,0.1,유지,영업점
S00001284,C000450,입출금,CHK002,KB국민은행 KB Star 입출금통장,2022-02-01,2032-01-30,0,702067,0.1,유지,영업점
S00000184,C000064,입출금,CHK002,KB국민은행 KB Star 입출금통장,2022-02-01,2032-01-30,0,3861102,0.1,유지,영업점
S00003555,C001161,적금,SAV003,신한은행 청년 처음 적금,2022-02-02,2024-01-23,24,18523200,4.5,만기,인터넷
S00006774,C002308,적금,SAV004,KB국민은행 KB 내맘대로 적금,2022-02-02,2023-01-28,12,7640964,3.5,만기,모바일
S00000317,C000107,적금,SAV004,KB국민은행 KB 내맘대로 적금,2022-02-02,2023-01-28,12,5671092,3.5,연장,모바일
S00008117,C002811,적금,SAV002,하나은행 하나 청년도약계좌,2022-02-03,2023-01-29,12,8934588,4.0,만기,영업점
S00006023,C002044,예금,DEP005,IBK기업은행 i-ONE 정기예금,2022-02-03,2023-01-29,12,100000000,3.1,해지,영업점
S00005530,C001865,입출금,CHK002,KB국민은행 KB Star 입출금통장,2022-02-03,2032-02-01,0,1699757,0.1,유지,영업점
S00006150,C002094,적금,SAV001,KB국민은행 KB 청년희망적금,2022-02-03,2024-01-24,24,8173152,5.0,연장,영업점
S00003383,C001108,예금,DEP003,NH농협은행 NH올원 e예금,2022-02-03,2022-08-02,6,100000000,3.3,만기,인터넷
S00008333,C002895,예금,DEP001,KB국민은행 KB star 정기예금,2022-02-03,2023-01-29,12,100000000,3.5,해지,영업점
S00004714,C001560,예금,DEP002,신한은행 쏠편한 정기예금,2022-02-03,2023-01-29,12,100000000,3.2,해지,인터넷
S00005492,C001850,입출금,CHK002,KB국민은행 KB Star 입출금통장,2022-02-04,2032-02-02,0,1066289,0.1,유지,영업점
S00008047,C002786,입출금,CHK002,KB국민은행 KB Star 입출금통장,2022-02-04,2032-02-02,0,431954,0.1,유지,영업점
S00007369,C002519,입출금,CHK002,KB국민은행 KB Star 입출금통장,2022-02-04,2032-02-02,0,4491014,0.1,유지,영업점
S00001356,C000473,입출금,CHK002,KB국민은행 KB Star 입출금통장,2022-02-04,2032-02-02,0,4029412,0.1,유지,영업점
S00007466,C002556,적금,SAV003,신한은행 청년 처음 적금,2022-02-05,2024-01-26,24,21362784,4.5,만기,인터넷
S00003472,C001136,적금,SAV003,신한은행 청년 처음 적금,2022-02-05,2024-01-26,24,19386792,4.5,해지,인터넷
S00006745,C002298,예금,DEP004,우리은행 WON플러스 예금,2022-02-05,2023-01-31,12,95424732,3.4,해지,영업점
S00006604,C002249,예금,DEP006,하나은행 3·6·9 정기예금,2022-02-05,2022-08-04,6,95424732,3.6,연장,영업점
S00003723,C001220,적금,SAV003,신한은행 청년 처음 적금,2022-02-05,2024-01-26,24,21795432,4.5,만기,인터넷
S00004123,C001353,예금,DEP004,우리은행 WON플러스 예금,2022-02-05,2023-01-31,12,100000000,3.4,만기,영업점
S00001043,C000365,적금,SAV001,KB국민은행 KB 청년희망적금,2022-02-06,2024-01-27,24,11835216,5.0,만기,영업점
S00006711,C002286,입출금,CHK002,KB국민은행 KB Star 입출금통장,2022-02-07,2032-02-05,0,3675114,0.1,유지,영업점
S00002679,C000873,예금,DEP001,KB국민은행 KB star 정기예금,2022-02-07,2023-02-02,12,29036373,3.5,연장,영업점
S00001797,C000608,적금,SAV003,신한은행 청년 처음 적금,2022-02-07,2024-01-28,24,21848952,4.5,연장,인터넷
S00002405,C000789,예금,DEP003,NH농협은행 NH올원 e예금,2022-02-07,2022-08-06,6,100000000,3.3,만기,인터넷
S00003954,C001302,입출금,CHK001,신한은행 쏠편한 입출금 통장,2022-02-08,2032-02-06,0,2642897,0.1,유지,모바일
S00006971,C002379,입출금,CHK001,신한은행 쏠편한 입출금 통장,2022-02-08,2032-02-06,0,3439466,0.1,유지,모바일
S00002110,C000704,적금,SAV005,NH농협은행 NH1934월복리적금,2022-02-08,2024-01-29,24,3834192,4.2,만기,인터넷
S00008166,C002831,적금,SAV002,하나은행 하나 청년도약계좌,2022-02-08,2023-02-03,12,9921396,4.0,만기,영업점
S00007703,C002649,예금,DEP002,신한은행 쏠편한 정기예금,2022-02-09,2023-02-04,12,100000000,3.2,만기,인터넷
S00002568,C000838,예금,DEP002,신한은행 쏠편한 정기예금,2022-02-09,2023-02-04,12,36519916,3.2,해지,인터넷
S00003570,C001166,입출금,CHK003,우리은행 우리 SUPER주거래 통장,2022-02-09,2032-02-07,0,4456437,0.1,유지,모바일
S00003949,C001300,입출금,CHK003,우리은행 우리 SUPER주거래 통장,2022-02-10,2032-02-08,0,2322422,0.1,유지,모바일
S00007465,C002555,적금,SAV003,신한은행 청년 처음 적금,2022-02-10,2024-01-31,24,9395496,4.5,만기,인터넷
S00003529,C001154,예금,DEP005,IBK기업은행 i-ONE 정기예금,2022-02-10,2023-02-05,12,100000000,3.1,만기,영업점
S00007044,C002407,적금,SAV002,하나은행 하나 청년도약계좌,2022-02-10,2023-02-05,12,8572728,4.0,연장,영업점
S00008571,C002991,입출금,CHK003,우리은행 우리 SUPER주거래 통장,2022-02-10,2032-02-08,0,1695737,0.1,유지,모바일
S00002073,C000692,예금,DEP004,우리은행 WON플러스 예금,2022-02-10,2023-02-05,12,100000000,3.4,만기,영업점
S00008374,C002909,적금,SAV002,하나은행 하나 청년도약계좌,2022-02-11,2023-02-06,12,4210368,4.0,해지,영업점
S00006109,C002079,예금,DEP003,NH농협은행 NH올원 e예금,2022-02-11,2022-08-10,6,100000000,3.3,만기,인터넷
S00007176,C002449,예금,DEP005,IBK기업은행 i-ONE 정기예금,2022-02-11,2023-02-06,12,100000000,3.1,해지,영업점
S00007816,C002701,적금,SAV004,KB국민은행 KB 내맘대로 적금,2022-02-11,2023-02-06,12,3854004,3.5,만기,모바일
S00003429,C001121,예금,DEP004,우리은행 WON플러스 예금,2022-02-12,2023-02-07,12,100000000,3.4,만기,영업점
S00000161,C000056,예금,DEP003,NH농협은행 NH올원 e예금,2022-02-12,2022-08-11,6,100000000,3.3,만기,인터넷
S00002186,C000724,예금,DEP005,IBK기업은행 i-ONE 정기예금,2022-02-12,2023-02-07,12,100000000,3.1,해지,영업점
S00002066,C000691,적금,SAV001,KB국민은행 KB 청년희망적금,2022-02-13,2024-02-03,24,15092808,5.0,해지,영업점
S00001190,C000415,입출금,CHK002,KB국민은행 KB Star 입출금통장,2022-02-13,2032-02-11,0,193588,0.1,유지,영업점
S00008493,C002962,적금,SAV005,NH농협은행 NH1934월복리적금,2022-02-13,2024-02-03,24,18449880,4.2,만기,인터넷
S00002503,C000816,입출금,CHK002,KB국민은행 KB Star 입출금통장,2022-02-14,2032-02-12,0,1025058,0.1,유지,영업점
S00005107,C001703,적금,SAV002,하나은행 하나 청년도약계좌,2022-02-14,2023-02-09,12,4372452,4.0,연장,영업점
S00003677,C001203,예금,DEP006,하나은행 3·6·9 정기예금,2022-02-15,2022-08-14,6,100000000,3.6,해지,영업점
S00006533,C002226,예금,DEP006,하나은행 3·6·9 정기예금,2022-02-16,2022-08-15,6,100000000,3.6,만기,영업점
S00000079,C000026,예금,DEP002,신한은행 쏠편한 정기예금,2022-02-16,2023-02-11,12,100000000,3.2,만기,인터넷
S00000664,C000234,적금,SAV002,하나은행 하나 청년도약계좌,2022-02-16,2023-02-11,12,7513008,4.0,만기,영업점
S00006353,C002161,적금,SAV005,NH농협은행 NH1934월복리적금,2022-02-16,2024-02-06,24,7928640,4.2,연장,인터넷
S00006825,C002326,적금,SAV004,KB국민은행 KB 내맘대로 적금,2022-02-16,2023-02-11,12,3924576,3.5,연장,모바일
S00001488,C000514,적금,SAV001,KB국민은행 KB 청년희망적금,2022-02-17,2024-02-07,24,17745696,5.0,만기,영업점
S00008373,C002908,예금,DEP003,NH농협은행 NH올원 e예금,2022-02-17,2022-08-16,6,100000000,3.3,만기,인터넷
S00007020,C002399,적금,SAV004,KB국민은행 KB 내맘대로 적금,2022-02-17,2023-02-12,12,6857712,3.5,만기,모바일
S00000532,C000183,예금,DEP005,IBK기업은행 i-ONE 정기예금,2022-02-17,2023-02-12,12,100000000,3.1,만기,영업점
S00006593,C002246,예금,DEP006,하나은행 3·6·9 정기예금,2022-02-18,2022-08-17,6,100000000,3.6,만기,영업점
S00007797,C002690,예금,DEP001,KB국민은행 KB star 정기예금,2022-02-18,2023-02-13,12,100000000,3.5,만기,영업점
S00003952,C001301,예금,DEP003,NH농협은행 NH올원 e예금,2022-02-18,2022-08-17,6,100000000,3.3,만기,인터넷
S00003565,C001164,입출금,CHK003,우리은행 우리 SUPER주거래 통장,2022-02-18,2032-02-16,0,2507336,0.1,유지,모바일
S00004112,C001350,예금,DEP006,하나은행 3·6·9 정기예금,2022-02-18,2022-08-17,6,100000000,3.6,연장,영업점
S00007011,C002396,적금,SAV003,신한은행 청년 처음 적금,2022-02-18,2024-02-08,24,3723864,4.5,만기,인터넷
S00000442,C000152,적금,SAV003,신한은행 청년 처음 적금,2022-02-18,2024-02-08,24,18599328,4.5,만기,인터넷
S00008089,C002800,적금,SAV002,하나은행 하나 청년도약계좌,2022-02-18,2023-02-13,12,2470344,4.0,만기,영업점
S00000693,C000244,적금,SAV002,하나은행 하나 청년도약계좌,2022-02-19,2023-02-14,12,1522632,4.0,해지,영업점
S00000241,C000082,적금,SAV004,KB국민은행 KB 내맘대로 적금,2022-02-19,2023-02-14,12,3083172,3.5,만기,모바일
S00001972,C000660,입출금,CHK002,KB국민은행 KB Star 입출금통장,2022-02-19,2032-02-17,0,1300245,0.1,유지,영업점
S00008108,C002807,예금,DEP001,KB국민은행 KB star 정기예금,2022-02-20,2023-02-15,12,100000000,3.5,만기,영업점
S00004491,C001484,예금,DEP005,IBK기업은행 i-ONE 정기예금,2022-02-20,2023-02-15,12,100000000,3.1,만기,영업점
